30.257,23.096,21.863
32.139,25.084,24.137
41.632,35.509,35.201
45.972,41.33,35.278
47.322,45.263,37.825
47.977,47.525,45.834
56.102,56.058,53.489
59.107,59.751,53.936
63.426,61.976,58.617
65.897,64.654,61.138
67.532,65.334,61.433
