2.7,4.6,9.2
2.3,2.7,6.4
2.3,2.3,2.7
2.3,2.3,2.7
2,2.3,2.7
2,2,2.3
2,2,2.3
2,2,2.3
2,2,2
2,2,2
2,2,2
